taxon,lineage,conflict,ambiguity_score,scorpio_call,scorpio_support,scorpio_conflict,scorpio_notes,version,pangolin_version,scorpio_version,constellation_version,is_designated,qc_status,qc_notes,note
England/NORW-30E643C/2021,AY.4,0.28,0.84,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,Alt assignments: AY.103;AY.4
England/NORW-30F0156/2021,B.1.617.2,0.87,0.13,Delta (B.1.617.2-like),0.46,0.0,scorpio call: Alt alleles 6; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.44,Alt assignments: AY.100;AY.112;AY.112.3;AY.119;AY.122;AY.4;AY.4.2; scorpio replaced lineage inference AY.4.2
England/NORW-30E732D/2021,AY.43,0.11,0.19,Delta (B.1.617.2-like),0.77,0.0,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.45,
England/NORW-30EDE88/2021,AY.4,0.07,0.72,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,Alt assignments: AY.122;AY.4
England/NORW-30E4A1E/2021,B.1.617.2,0.67,0.36,Delta (B.1.617.2-like),0.62,0.0,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.4,Alt assignments: AY.103;AY.4; scorpio replaced lineage inference AY.4
England/NORW-30ED657/2021,AY.4,0.46,0.59,Delta (AY.4-like),0.69,0.0,scorpio call: Alt alleles 22; Ref alleles 0; Amb alleles 10; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.28,Alt assignments: AY.100;AY.39;AY.4
England/NORW-30E752B/2021,AY.4,0.51,0.75,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.21,Alt assignments: AY.103;AY.122;AY.4
England/NORW-30E9787/2021,AY.4,0.76,0.78,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,Alt assignments: AY.100;AY.122;AY.4
England/NORW-30F3AF2/2021,AY.4,0.46,0.48,Delta (AY.4-like),0.59,0.0,scorpio call: Alt alleles 19; Ref alleles 0; Amb alleles 13; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.3,Alt assignments: AY.100;AY.39;AY.4
England/NORW-30E6B27/2021,AY.25,0.0,0.82,Delta (B.1.617.2-like),0.85,0.0,scorpio call: Alt alleles 11; Ref alleles 0; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.15,
England/NORW-30E6E32/2021,AY.43,0.08,0.94,Delta (B.1.617.2-like),0.77,0.0,scorpio call: Alt alleles 10; Ref alleles 0; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,Alt assignments: AY.42;AY.43
England/NORW-30ED748/2021,AY.4,0.46,0.51,Delta (AY.4-like),0.66,0.0,scorpio call: Alt alleles 21; Ref alleles 0; Amb alleles 11; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.29,Alt assignments: AY.100;AY.112;AY.122;AY.23;AY.4
England/NORW-30F02C6/2021,AY.4,0.5,0.0,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.5,Alt assignments: AY.122;AY.23;AY.4
England/NORW-30EA251/2021,AY.4,0.13,0.84,Delta (AY.4-like),0.75,0.0,scorpio call: Alt alleles 24; Ref alleles 0; Amb alleles 8; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,Alt assignments: AY.110;AY.119.2;AY.4
England/NORW-30E8CBE/2021,AY.4,0.37,0.75,Delta (AY.4-like),0.72,0.0,scorpio call: Alt alleles 23; Ref alleles 0; Amb alleles 8; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.21,Alt assignments: AY.112;AY.122;AY.4
England/NORW-30E8C21/2021,AY.4,0.07,0.91,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,Alt assignments: AY.122;AY.4
England/NORW-30E9F8F/2021,AY.98,0.67,0.2,Delta (B.1.617.2-like),0.46,0.0,scorpio call: Alt alleles 6; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.46,Alt assignments: A;AY.100;AY.11;AY.98
England/NORW-30ED502/2021,AY.4,0.03,0.91,Delta (AY.4-like),0.88,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,
England/NORW-30EB098/2021,AY.4,0.41,0.81,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.14,Alt assignments: AY.100;AY.39;AY.4
England/NORW-30F19DB/2021,AY.4,0.09,0.96,Delta (AY.4-like),0.91,0.0,scorpio call: Alt alleles 29; Ref alleles 0; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,
England/NORW-30EA679/2021,AY.4,0.05,0.9,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: AY.122;AY.4
England/NORW-30F150A/2021,AY.98,0.3,0.76,Delta (B.1.617.2-like),0.62,0.0,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.18,Alt assignments: AY.100;AY.16;AY.25.1;AY.39;AY.98
England/NORW-30ED9E1/2021,AY.4,0.17,0.88,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,Alt assignments: AY.4;AY.4.2; scorpio replaced lineage inference AY.4.2
England/NORW-30F4306/2021,AY.4,0.44,0.72,Delta (AY.4-like),0.69,0.0,scorpio call: Alt alleles 22; Ref alleles 0; Amb alleles 10; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.21,Alt assignments: AY.100;AY.25.1;AY.4
England/NORW-30F3134/2021,B.1.617.2,0.59,0.26,Delta (B.1.617.2-like),0.46,0.0,scorpio call: Alt alleles 6; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.4,Alt assignments: AY.102;AY.122;AY.23;AY.25.1;AY.39;AY.4; scorpio replaced lineage inference AY.4
England/NORW-30ED475/2021,AY.4,0.13,0.82,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.15,Alt assignments: AY.122;AY.4
England/NORW-30F2144/2021,AY.4,0.23,0.85,Delta (AY.4-like),0.81,0.0,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,Alt assignments: AY.120;AY.4
England/NORW-30F24FA/2021,AY.4.2.2,0.23,0.69,Delta (AY.4-like),0.75,0.03,scorpio call: Alt alleles 24; Ref alleles 1; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.23,Alt assignments: AY.4;AY.4.2;AY.4.2.2
England/NORW-30F3BAB/2021,AY.4,0.03,0.86,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,
England/NORW-30ED312/2021,AY.122,0.64,0.85,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,Alt assignments: AY.112;AY.116;AY.122
England/NORW-30E5EB3/2021,AY.4,0.05,0.9,Delta (AY.4-like),0.88,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: AY.122;AY.4
England/NORW-30F3C0F/2021,AY.4,0.22,0.46,Delta (AY.4-like),0.75,0.0,scorpio call: Alt alleles 24; Ref alleles 0; Amb alleles 8; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.37,Alt assignments: AY.100;AY.4
England/NORW-30F1E3B/2021,AY.4,0.0,1.0,Delta (AY.4-like),0.94,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.02,
England/NORW-30F0E67/2021,AY.122,0.7,0.11,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: A.2;AY.122
England/NORW-30E5BE0/2021,AY.4,0.27,0.97,Delta (AY.4-like),0.94,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.04,Alt assignments: AY.4;AY.4.2; scorpio replaced lineage inference AY.4.2
England/NORW-30F424F/2021,AY.4,0.38,0.43,,,,,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.34,Alt assignments: A.2.5;AY.4
England/NORW-30ED62D/2021,AY.120,0.57,0.9,Delta (B.1.617.2-like),0.62,0.0,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: AY.111;AY.113;AY.120
England/NORW-30F678D/2021,AY.4,0.44,0.76,Delta (AY.4-like),0.66,0.03,scorpio call: Alt alleles 21; Ref alleles 1; Amb alleles 9; Oth alleles 1,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.19,Alt assignments: AY.119;AY.122;AY.4
England/NORW-30E8A23/2021,AY.4,0.51,0.62,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.26,
England/NORW-30E6565/2021,AY.39,0.67,0.52,Delta (B.1.617.2-like),0.54,0.0,scorpio call: Alt alleles 7; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.32,Alt assignments: AY.102;AY.122;AY.25.1;AY.39
England/NORW-30E5B29/2021,AY.4.2.2,0.14,0.91,Delta (AY.4-like),0.88,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: AY.4;AY.4.2;AY.4.2.2
England/NORW-30F4591/2021,AY.4,0.24,0.79,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.15,Alt assignments: AY.100;AY.39;AY.4
England/NORW-30EA136/2021,AY.4,0.05,0.84,Delta (AY.4-like),0.88,0.0,scorpio call: Alt alleles 28; Ref alleles 0; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.14,Alt assignments: AY.122;AY.4
England/NORW-30F2A3D/2021,AY.4,0.38,0.56,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.31,Alt assignments: AY.4;AY.4.2; scorpio replaced lineage inference AY.4.2
England/NORW-30F27DB/2021,AY.4,0.05,0.89,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: AY.122;AY.4
England/NORW-30F4675/2021,AY.4,0.27,0.71,Delta (AY.4-like),0.69,0.0,scorpio call: Alt alleles 22; Ref alleles 0; Amb alleles 10; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,Alt assignments: AY.100;AY.122;AY.39;AY.4
England/NORW-30E9D10/2021,AY.43,0.0,0.84,Delta (B.1.617.2-like),0.62,0.0,scorpio call: Alt alleles 8; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,
England/NORW-30F02F0/2021,AY.4,0.07,0.71,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.21,Alt assignments: AY.122;AY.4
England/NORW-30EA75C/2021,AY.43,0.0,0.86,Delta (B.1.617.2-like),0.69,0.0,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,
England/NORW-30E3B01/2021,AY.4,0.22,0.43,Delta (AY.4-like),0.66,0.0,scorpio call: Alt alleles 21; Ref alleles 0; Amb alleles 11; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.35,Alt assignments: AY.100;AY.112;AY.4
England/NORW-30F62F4/2021,AY.4,0.06,0.74,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,
England/NORW-30EB65B/2021,AY.4,0.18,0.84,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.13,
England/NORW-30F1419/2021,AY.4,0.68,0.52,Delta (AY.4-like),0.62,0.0,scorpio call: Alt alleles 20; Ref alleles 0; Amb alleles 12; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.28,Alt assignments: AY.100;AY.112;AY.122;AY.4
England/NORW-30F0E11/2021,AY.4,0.11,0.63,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.27,Alt assignments: AY.122;AY.4
England/NORW-30E9DC9/2021,AY.4,0.63,0.4,Delta (AY.4-like),0.66,0.0,scorpio call: Alt alleles 21; Ref alleles 0; Amb alleles 11; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.35,Alt assignments: AY.100;AY.39;AY.4;AY.4.2; scorpio replaced lineage inference AY.4.2
England/NORW-30EA8E8/2021,AY.4,0.31,0.33,Delta (AY.4-like),0.66,0.0,scorpio call: Alt alleles 21; Ref alleles 0; Amb alleles 11; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,
England/NORW-30F670E/2021,AY.23,0.9,0.06,Delta (B.1.617.2-like),0.38,0.0,scorpio call: Alt alleles 5; Ref alleles 0; Amb alleles 8; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.47,Alt assignments: AY.112;AY.112.3;AY.119;AY.122;AY.23
England/NORW-30E81F1/2021,AY.4,0.0,0.95,Delta (AY.4-like),0.94,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 2; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.05,
England/NORW-30EB981/2021,AY.4,0.35,0.46,Delta (AY.4-like),0.69,0.0,scorpio call: Alt alleles 22; Ref alleles 0; Amb alleles 10; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.35,Alt assignments: AY.100;AY.112;AY.122;AY.4
England/NORW-30E82AA/2021,AY.4,0.45,0.62,Delta (AY.4-like),0.72,0.0,scorpio call: Alt alleles 23; Ref alleles 0; Amb alleles 9; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.26,Alt assignments: AY.100;AY.112;AY.4
England/NORW-30EAEAA/2021,AY.4,0.31,0.76,Delta (AY.4-like),0.72,0.0,scorpio call: Alt alleles 23; Ref alleles 0; Amb alleles 9; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.17,Alt assignments: AY.100;AY.11;AY.4
England/NORW-30E4050/2021,AY.4,0.18,0.81,Delta (AY.4-like),0.81,0.0,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.16,
England/NORW-30E623E/2021,AY.4,0.03,0.88,Delta (AY.4-like),0.81,0.0,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-30F543D/2021,AY.4.5,0.0,0.69,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.24,
England/NORW-30ED6E4/2021,AY.4,0.71,0.0,Delta (AY.4-like),0.53,0.0,scorpio call: Alt alleles 17; Ref alleles 0; Amb alleles 15; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.5,Alt assignments: A;A.1;A.2.5;AY.4;B.1; scorpio replaced lineage inference B.1
England/NORW-30F1F8F/2021,AY.4,0.14,0.58,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.29,Alt assignments: AY.112;AY.122;AY.4
England/NORW-30F4A8E/2021,AY.4,0.64,0.68,Delta (AY.4-like),0.66,0.0,scorpio call: Alt alleles 21; Ref alleles 0; Amb alleles 11; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.21,Alt assignments: AY.100;AY.122;AY.4
England/NORW-30EA3DF/2021,AY.4,0.15,0.44,Delta (AY.4-like),0.66,0.0,scorpio call: Alt alleles 21; Ref alleles 0; Amb alleles 11; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.37,Alt assignments: AY.122;AY.127;AY.4
England/NORW-30F3A1F/2021,AY.4,0.31,0.57,Delta (AY.4-like),0.69,0.0,scorpio call: Alt alleles 22; Ref alleles 0; Amb alleles 10; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.29,Alt assignments: AY.100;AY.112;AY.32;AY.4
England/NORW-30F0BA1/2021,AY.4,0.11,0.91,Delta (AY.4-like),0.81,0.0,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,Alt assignments: AY.4;AY.4.2; scorpio replaced lineage inference AY.4.2
England/NORW-30F0599/2021,AY.4,0.07,0.76,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.18,Alt assignments: AY.122;AY.4
England/NORW-30E6E95/2021,AY.4,0.26,0.86,Delta (AY.4-like),0.81,0.0,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.12,
England/NORW-30F0698/2021,AY.4,0.53,0.28,Delta (AY.4-like),0.62,0.0,scorpio call: Alt alleles 20; Ref alleles 0; Amb alleles 12; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.4,Alt assignments: AY.100;AY.112;AY.122;AY.23;AY.4
England/NORW-30F5106/2021,AY.98,0.26,0.9,Delta (B.1.617.2-like),0.69,0.0,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.1,Alt assignments: AY.113;AY.98
England/NORW-30F6754/2021,AY.4,0.54,0.18,Delta (AY.4-like),0.59,0.0,scorpio call: Alt alleles 19; Ref alleles 0; Amb alleles 13; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.42,Alt assignments: AY.100;AY.23;AY.4
England/NORW-30F2A11/2021,AY.4,0.29,0.47,Delta (AY.4-like),0.72,0.0,scorpio call: Alt alleles 23; Ref alleles 0; Amb alleles 9; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.33,Alt assignments: AY.118;AY.4
England/NORW-30E67E2/2021,AY.4,0.05,0.87,Delta (AY.4-like),0.81,0.0,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,Alt assignments: AY.122;AY.4
England/NORW-30EB07D/2021,AY.4,0.21,0.68,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.23,
England/NORW-30F1360/2021,AY.4,0.11,0.63,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.25,Alt assignments: AY.4;AY.4.2; scorpio replaced lineage inference AY.4.2
England/NORW-30F5CFC/2021,AY.4,0.1,0.94,Delta (AY.4-like),0.84,0.0,scorpio call: Alt alleles 27; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,
England/NORW-30E87C1/2021,AY.4,0.3,0.74,Delta (AY.4-like),0.72,0.03,scorpio call: Alt alleles 23; Ref alleles 1; Amb alleles 8; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.2,Alt assignments: AY.122;AY.4
England/NORW-30E7D15/2021,AY.4.2.2,0.23,0.81,Delta (AY.4-like),0.78,0.0,scorpio call: Alt alleles 25; Ref alleles 0; Amb alleles 7; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.16,Alt assignments: AY.4;AY.4.2;AY.4.2.2
England/NORW-30E4D8C/2021,AY.4,0.37,0.68,Delta (AY.4-like),0.69,0.0,scorpio call: Alt alleles 22; Ref alleles 0; Amb alleles 10; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.24,Alt assignments: AY.112;AY.122;AY.4
England/NORW-30F45BD/2021,AY.4.2.3,0.21,0.93,Delta (AY.4-like),0.91,0.0,scorpio call: Alt alleles 29; Ref alleles 0; Amb alleles 3; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.08,Alt assignments: AY.4;AY.4.2;AY.4.2.3
England/NORW-30ED320/2021,AY.4,0.14,0.87,Delta (AY.4-like),0.81,0.0,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.11,
England/NORW-30F09A3/2021,AY.5.3,0.75,0.02,Delta (B.1.617.2-like),0.54,0.0,scorpio call: Alt alleles 7; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.5,Alt assignments: A;AY.126;AY.39;AY.43;AY.44;AY.5.3
England/NORW-30F4AD4/2021,AY.4.2,0.01,0.93,Delta (AY.4.2-like),0.86,0.0,scorpio call: Alt alleles 30; Ref alleles 0; Amb alleles 5; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.07,
England/NORW-30EA3B3/2021,AY.111,0.06,0.89,Delta (B.1.617.2-like),0.69,0.0,scorpio call: Alt alleles 9; Ref alleles 0; Amb alleles 4; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.09,
England/NORW-30F67D3/2021,AY.4,0.13,0.82,Delta (AY.4-like),0.81,0.0,scorpio call: Alt alleles 26; Ref alleles 0; Amb alleles 6; Oth alleles 0,PLEARN-v1.6,4.0.6,0.3.17,v0.1.8,False,pass,Ambiguous_content:0.15,Alt assignments: AY.119.2;AY.4
